-1166548429,100guide_eggs_overlay
1448682226,100_q5
-1472794968,hdstack4
-446213444,
-1472794969,hdstack3
-446213445,
-1472794970,hdstack2
-446213446,
-1472794971,hdstack1
-446213447,
-1472794972,hdstack0
-446213448,
613909086,
1448682225,100_q4
613909085,
1448682224,100_q3
613909084,
1448682223,100_q2
613909083,
1448682222,100_q1
613909082,
1715208259,100guide_flour_overlay
-1342872953,
1988069035,
2079364669,
2079364668,
2079364667,
2079364666,
2079364665,
1211042261,
1589662269,100_flour5
1589662268,100_flour4
1589662267,100_flour3
1589662266,100_flour2
1589662265,100_flour1
2093150147,
608228196,100guide_inv_flour
-579609962,100guide_back1
1848705865,100_blue1
614294350,100_red1
1848705866,100_blue2
614294351,100_red2
1848705867,100_blue3
614294352,100_red3
1848705868,100_blue4
614294353,100_red4
1848705869,100_blue5
614294354,100_red5
655304198,
1267942756,
1159344192,100guide_milk_overlay
-431491018,
-803068324,
275344942,
275344941,
275344940,
275344939,
275344938,
-886544122,
1858766764,100_milk5
1858766763,100_milk4
1858766762,100_milk3
1858766761,100_milk2
1858766760,100_milk1
289130420,
-1853369635,tog_water_bowl
1575896536,stone bar
-2077044831,time_bar
1608166077,stone bowl
3092021,drip
-420354696,number count
94851343,count
628072179,agilityarena_overlay
-1067476793,agilityarena_trade
1454353677,hook_model
-229980471,hook_text
-1512649649,herb2_model
-1711163577,herb2_text
1894813966,herb1_model
-1739792728,herb1_text
131706258,herb_layer1
131706259,herb_layer2
131706260,herb_layer3
-1682534426,herb3_text
-625145968,herb3_model
1453033269,hook_layer
1268087581,ahoy_blackout
1495643365,ahoy_blackout_message
1321282745,ahoy_islandmap
-1566481742,dragontooth_map
-1140299860,ahoy_runedraw
1816412815,pl_score
-1987489534,opp_score
-801691416,
-801574813,
-1729295855,runedraw_slot_1
-1987878167,opp_runes
-2068563904,runedraw_slot_11
-2068563902,runedraw_slot_13
-2068563896,runedraw_slot_19
-2068563897,runedraw_slot_18
-2068563898,runedraw_slot_17
-2068563900,runedraw_slot_15
-2068563901,runedraw_slot_14
-2068563899,runedraw_slot_16
-2068563903,runedraw_slot_12
-2068563874,runedraw_slot_20
89579931,player_runes
-1729295854,runedraw_slot_2
-1729295847,runedraw_slot_9
-1729295852,runedraw_slot_4
-1729295853,runedraw_slot_3
-1729295850,runedraw_slot_6
-1729295848,runedraw_slot_8
-1729295851,runedraw_slot_5
-1729295849,runedraw_slot_7
-2068563905,runedraw_slot_10
1968688702,
411962716,
1968688708,
411962722,
-890615087,ahoy_windspeed
-711167455,int_deathmatch
-285069529,bank_deposit_box
-267690288,deposit_inv
291953685,deposit_worn
355008470,
853986399,bankpin_main
908149830,bankpin_aa
908149862,bankpin_bb
908149894,bankpin_cc
908149926,bankpin_dd
908149958,bankpin_ee
908149990,bankpin_ff
908150022,bankpin_gg
908150054,bankpin_hh
908150086,bankpin_ii
908150118,bankpin_jj
-1771820165,bankpin_a
-1771820164,bankpin_b
-1771820163,bankpin_c
-1771820162,bankpin_d
-1771820161,bankpin_e
-1771820160,bankpin_f
-1771820159,bankpin_g
-1771820158,bankpin_h
-1771820157,bankpin_i
-1771820156,bankpin_j
-1447895751,bankpin_digit_1
-1447895750,bankpin_digit_2
-1447895749,bankpin_digit_3
-1447895748,bankpin_digit_4
-857700380,enter_box
2141515681,bankpin_message
-494971084,bankpin_forgotten
56026016,bankpin_cancel
-234577834,
-1113436924,
-435765303,bankpin_settings
1527722793,
707237651,bankpin_message_1
707237652,bankpin_message_2
707237653,bankpin_message_3
707237654,bankpin_message_4
707237655,bankpin_message_5
707237656,bankpin_message_6
707237657,bankpin_message_7
707237658,bankpin_message_8
707237659,bankpin_message_9
449530749,bankpin_message_10
449530750,bankpin_message_11
449530751,bankpin_message_12
449530752,bankpin_message_13
449530753,bankpin_message_14
449530754,bankpin_message_15
449530755,bankpin_message_16
1821114001,
1821130024,
-1171916665,
-1198090966,premier_detail,02
-1171912923,
-1171916664,
-1204178956,
-1906383324,
1690216813,
1599848202,
1774350486,bankpin_warning_text
-1983930570,bankpin_warning
1650222186,
1442715230,bankpin_warning_yes
-114497674,
-230555798,fruitsdocument_05
-1965463395,trawler_game_overlay
1470834810,if_right
1709831657,if_left
1291439759,net_text
-464581583,catch_text
2097857235,banner_anti_virus
-1243991363,
-1296290658,
1005390007,banner_funny
-1702379954,banner_password
576488264,banner_recovery
484921476,banner_scamming
-1970242829,banner_security
-1906702566,banner_xmas
-1576305795,barrows_overlay
29476188,barrows_control_layer
960279911,kills_layer
-745043885,brothers_slain_layer
1779476630,brother_kills
-737421990,brothers_slain_title
-2021394636,creatures_slain_layer
1085719765,creature_kills
-2013772741,creatures_slain_title
1699392388,barrows_dharok
1797841602,barrows_guthan
1298990588,barrows_ahrim
1308017260,barrows_karil
1316745770,barrows_torag
1318294898,barrows_verac
2055700337,barrows_puzzle
-1759206610,
-1759206609,
1921556227,barrows_puzzle_layer
-1759206608,
-1758679131,barrows_seq1
-1758679130,barrows_seq2
-1758679129,barrows_seq3
-1954986290,rand_objbox
-1653600247,obj_layer
1921649009,runefest_banner
492163014,gradient_top
-1505088998,gradient_bottom
821430849,runeleft
-878933581,runeleft_1
-878933580,runeleft_2
-878933579,runeleft_3
-817739774,vh_put
1793088095,date_txt
-1553220970,
-41294261,runefest_txt
-493881256,
1010345598,banner_layer
1226150722,button_middle
358887395,button_txt
2135417660,blast_furnace_bar_stock
-1078944777,
455402861,
3059095,coal
-1708395025,
-1601816434,bf_goldmodel
-207865989,bf_gold
807259206,bf_goldall
-2061554495,bf_silvermodel
-1852690584,bf_silver
1119629625,bf_silverall
1226036959,bf_runitemodel
-1870189942,bf_runite
-512701737,bf_runiteall
-584346420,bf_adamantitemodel
-1467896707,bf_adamantite
1246306308,bf_adamantiteall
-541775777,bf_mithrilmodel
1673062666,bf_mithril
-885490601,bf_mithrilall
620381977,bf_steelmodel
-2137653744,bf_steel
-1362493039,bf_steelall
-207803421,bf_iron
-1334459098,bf_ironmodel
-1623744802,bf_ironall
1963975157,bf_bronze
-151254444,bf_bronzemodel
-1555474548,bf_bronzeall
-1380612710,bronze
3241160,iron
109760971,steel
1070053893,mithril
145946018,adamantite
-919810513,runite
-902311155,silver
3178592,gold
-500896732,perfect_gold_layer
-1982315659,blast_furnace_plan_scroll
118315,x_2
118314,x_1
118316,x_3
118317,x_4
1089866684,blast_furnace_temp_gauge
1966392947,
1165567186,clock_crazy_1
1351489824,temp_gauge_needle
-1920756545,boardgames_challenge
-50714027,boardgames_challenge_selectlayer
498059444,boardgames_title
-478308228,boardgames_challenge_select
-1601487919,
-1973385997,
-1061276273,
-1463150339,
-1061276272,
-1463150338,
675057701,
-1750266733,
1233453471,
-1293669339,boardgames_rank_column
-1070590795,
-1070590794,
1337879627,
-2125261486,
-2125261485,
-804923800,
1494026872,boardgames_challenge_close
-381186170,boardgames_draughts
-1031348371,banner_mob
105008833,notes
814172385,del_text
1574364304,add_button
390429683,title_border
229333728,del_border
3091764,drag
917280526,
-916119153,del_button_graphic
1912530336,dragger
234950118,del_button
-231557032,loading_mes
1592408138,add_tooltip_bounding_box
179224165,add_tooltip
-783396064,del_tooltip_bounding_box
1607057359,del_tooltip
284296613,grey_bg
1203039272,menu_dialog
92926179,amber
1558535147,colours_tooltip
2113742951,noclick
68968512,mob_player_scores
-681656821,mob_rank
333645298,mob_glory
-701852026,rank_explanation
-1679741687,reward_explanation
-660405041,invest_explanation
1268418136,boardgames_runelink
-1683738133,game_board_layer
-708079582,mob_status_overlay
-1183150697,
-755582256,
211862216,
211862217,
211862218,
211862219,
211862220,
211862221,
211862222,
665624308,keyboard_controller
-2069870594,
-1773363116,title_time
-1342393653,title_players
879058752,title_squads
-1773367324,title_team
-1773386430,title_spec
-1237741750,title_killcount
63094889,remaining_players
-1292360222,remaining_squads
1388619638,remaining_time
-1559658383,killcount
-683650386,tally_spec
-1367751899,camera
-1068855134,mobile
-1969924414,terrain_images
-587292368,
-587292367,
-587292366,
-587292365,
-429674115,mob_rescue_scenario
1907968294,mob_side_units
1217259344,next_unit
-989910852,next_unit_text
-840528221,unit10
-1417840015,text_10
967762509,race_10
1419821988,unit10_cross
1039099982,unit10_button
